Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Black Carts Delivered,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,LoadWeight,LoadCapacity,Note
10/31/2017,Open,,17-07326964,Garbage Cart Black Maintenance/Replacement,,,,7141 S CLAREMONT AVE,60636,1161971.103,1857253.153,18,8,66,14,41.76350098,-87.68173968,"(41.76350097960958, -87.68173968214131)",10,50,TRUE
10/31/2017,Open,,17-07324829,Garbage Cart Black Maintenance/Replacement,,,,7042 S KIMBARK AVE,60637,1185900.07,1858568.255,5,3,69,,41.76655619,-87.59439999,"(41.766556192926906, -87.5943999888239)",2,50,FALSE
10/31/2017,Open,,17-07325349,Garbage Cart Black Maintenance/Replacement,,,,6919 S TALMAN AVE,60629,1159902.135,1858666.254,17,8,66,14,41.7676401,-87.68929084,"(41.7676400956802, -87.6892908378457)",36,50,TRUE
10/31/2017,Open,,17-07324734,Garbage Cart Black Maintenance/Replacement,,,,6829 S CHAPPEL AVE,60649,1191055.157,1860093.906,5,3,43,,41.77075966,-87.57505515,"(41.77075966121817, -87.57505515334947)",53,50,TRUE
10/31/2017,Open,,17-07324752,Garbage Cart Black Maintenance/Replacement,,,,6829 S CHAPPEL AVE,60649,1191055.157,1860093.906,5,3,43,,41.77075966,-87.57505515,"(41.77075966121817, -87.57505515334947)",9,50,TRUE
10/31/2017,Open,,17-07333665,Garbage Cart Black Maintenance/Replacement,,,,6555 S FRANCISCO AVE,60629,1158175.271,1861033.975,17,8,66,,41.77381473,-87.69555067,"(41.77381473461932, -87.69555067133582)",43,50,FALSE
10/31/2017,Open,,17-07332944,Garbage Cart Black Maintenance/Replacement,,,,6601 S LAFLIN ST,60636,1167471.958,1860961.329,16,7,67,,41.77395667,-87.66148273,"(41.77395666610282, -87.66148273426724)",20,50,FALSE
10/31/2017,Open - Dup,,17-07322926,Garbage Cart Black Maintenance/Replacement,,,,6604 S DREXEL AVE,60637,1183360.86,1861413.964,5,3,42,,41.77478019,-87.60351632,"(41.77478019127285, -87.60351632242326)",40,50,TRUE
10/31/2017,Completed - Dup,10/31/2017,17-07322001,Garbage Cart Black Maintenance/Replacement,,,,3648 W 64TH ST,60629,1153124.713,1861922.983,23,8,65,,41.77705811,-87.71495949,"(41.77705810763655, -87.71495949013645)",28,50,TRUE
10/31/2017,Open,,17-07327427,Garbage Cart Black Maintenance/Replacement,,,,6236 S HONORE ST,60636,1165087.683,1863316.35,15,7,67,,41.78008549,-87.67043366,"(41.7800854940171, -87.6704336609729)",8,50,FALSE
10/31/2017,Open,,17-07325886,Garbage Cart Black Maintenance/Replacement,,,,6153 S KEATING AVE,60629,1145761.523,1863386.433,13,8,64,,41.78053426,-87.74099237,"(41.78053426011358, -87.74099236590156)",4,50,TRUE
10/31/2017,Open,,17-07323849,Garbage Cart Black Maintenance/Replacement,,,,3942 W 62ND ST,60629,1151022.652,1863194.21,23,8,65,3,41.7806009,-87.72184589,"(41.780600895537496, -87.72184589301077)",15,50,TRUE
10/31/2017,Open,,17-07329190,Garbage Cart Black Maintenance/Replacement,,,,3935 W 61ST PL,60629,1151190.977,1863530.163,23,8,65,3,41.78129167,-87.72184231,"(41.78129166517411, -87.72184231442411)",39,50,TRUE
10/31/2017,Open,,17-07323154,Garbage Cart Black Maintenance/Replacement,,,,3732 W 59TH PL,60629,1152511.25,1864895.675,23,8,65,,41.78523187,-87.71692274,"(41.785231867236924, -87.71692273812877)",7,50,FALSE
10/31/2017,Open - Dup,,17-07326608,Garbage Cart Black Maintenance/Replacement,,,,5922 S WASHTENAW AVE,60629,1159388.894,1865278.278,16,8,66,59,41.78573107,-87.69128378,"(41.785731069240626, -87.69128378289163)",47,50,FALSE
10/31/2017,Open - Dup,,17-07330343,Garbage Cart Black Maintenance/Replacement,,,,3819 W 59TH ST,60629,1151921.164,1865210.812,23,8,65,,41.78589207,-87.71886109,"(41.78589207175849, -87.71886109186799)",8,50,FALSE
10/31/2017,Open,,17-07324832,Garbage Cart Black Maintenance/Replacement,,,,5739 S WENTWORTH AVE,60621,1175950.934,1866798.66,20,2,68,,41.78980166,-87.63022737,"(41.78980165969096, -87.63022737011764)",62,50,TRUE
10/31/2017,Open - Dup,,17-07321517,Garbage Cart Black Maintenance/Replacement,,,,5546 S NEENAH AVE,60638,1133660.201,1867062.086,23,8,56,,41.79083049,-87.78556467,"(41.790830493360914, -87.78556466524687)",41,50,TRUE
10/31/2017,Open,,17-07331193,Garbage Cart Black Maintenance/Replacement,,,,5514 S RUTHERFORD AVE,60638,1132321.679,1867235.307,23,8,56,,41.79167911,-87.7904817,"(41.791679111710295, -87.79048169514218)",23,50,TRUE
10/31/2017,Open,,17-07326854,Garbage Cart Black Maintenance/Replacement,,,,5520 S HERMITAGE AVE,60636,1165620.89,1867979.396,15,7,67,,41.79294919,-87.66835511,"(41.79294919117344, -87.66835510913124)",17,50,FALSE
10/31/2017,Open,,17-07326956,Garbage Cart Black Maintenance/Replacement,,,,5520 S ROCKWELL ST,60629,1159975.732,1867968.898,15,8,63,,41.79312105,-87.68906258,"(41.79312104820184, -87.68906257885408)",47,50,TRUE
10/31/2017,Open,,17-07327169,Garbage Cart Black Maintenance/Replacement,,,,5514 S ROCKWELL ST,60629,1159974.532,1868009.298,15,8,63,,41.79329126,-87.68906822,"(41.793291261616744, -87.68906821549133)",20,50,TRUE
10/31/2017,Open,,17-07331456,Garbage Cart Black Maintenance/Replacement,,,,3446 W 54TH ST,60632,1154319.974,1868597.06,14,8,63,,41.79534987,-87.71037591,"(41.795349874336445, -87.71037590617745)",51,50,TRUE
10/31/2017,Open - Dup,,17-07333256,Garbage Cart Black Maintenance/Replacement,,,,5343 S DAMEN AVE,60609,1163932.603,1869125.59,16,9,61,,41.79627502,-87.67422432,"(41.796275024505164, -87.67422431555212)",33,50,TRUE
10/31/2017,Open,,17-07328698,Garbage Cart Black Maintenance/Replacement,,,,5330 S WELLS ST,60609,1175509.867,1869620.19,3,9,37,,41.79728271,-87.63204254,"(41.79728270816643, -87.63204253964078)",22,50,TRUE
10/31/2017,Open,,17-07332363,Garbage Cart Black Maintenance/Replacement,,,,5243 S TALMAN AVE,60632,1159594.004,1869795.826,14,9,63,,41.79794925,-87.69010957,"(41.79794924884919, -87.69010956959272)",22,50,FALSE
10/31/2017,Open - Dup,,17-07328044,Garbage Cart Black Maintenance/Replacement,,,,3433 W 52ND ST,60632,1154251.661,1869929.71,14,8,63,,41.79879956,-87.70989814,"(41.79879956134753, -87.70989813818376)",16,50,TRUE
10/31/2017,Open,,17-07335039,Garbage Cart Black Maintenance/Replacement,,,,5111 S LAPORTE AVE,60638,1144224.508,1870269.615,14,8,56,,41.79987853,-87.7464691,"(41.79987853339745, -87.7464691016549)",20,50,TRUE
10/31/2017,Open,,17-07327986,Garbage Cart Black Maintenance/Replacement,,,,2632 W 51ST ST,60632,1159567.898,1870749.014,14,9,63,,41.80115904,-87.69040365,"(41.80115903747771, -87.6904036527848)",12,50,FALSE
10/31/2017,Open,,17-07321906,Garbage Cart Black Maintenance/Replacement,,,,4954 S ELLIS AVE,60615,1183748.131,1872365.529,4,2,39,,41.80433148,-87.60174488,"(41.804331479421165, -87.60174488045169)",55,50,TRUE
10/31/2017,Open,,17-07327660,Garbage Cart Black Maintenance/Replacement,,,,4609 S ARCHER AVE,60632,1153807.922,1873862.257,14,8,58,39,41.80961327,-87.7113077,"(41.80961326807215, -87.71130770275475)",16,50,TRUE
10/31/2017,Open,,17-07323661,Garbage Cart Black Maintenance/Replacement,,,,4521 S SPAULDING AVE,60632,1155130.635,1874448.23,14,8,58,,41.81103563,-87.70635477,"(41.81103562607082, -87.70635476713026)",9,50,TRUE
10/31/2017,Open - Dup,,17-07325630,Garbage Cart Black Maintenance/Replacement,,,,4444 S MOZART ST,60632,1158109.013,1875056.813,15,9,58,,41.8123742,-87.69570191,"(41.81237420301161, -87.69570191139141)",26,50,FALSE
10/31/2017,Open,,17-07334228,Garbage Cart Black Maintenance/Replacement,,,,4345 S MAPLEWOOD AVE,60632,1160087.1,1875769.02,15,9,58,,41.81431315,-87.68813454,"(41.814313151590056, -87.68813453539966)",60,50,TRUE
10/31/2017,Open - Dup,,17-07324073,Garbage Cart Black Maintenance/Replacement,,,,427 E 44TH ST,60653,1179846.636,1875934.109,3,2,38,,41.814736,-87.61536425,"(41.814735999730075, -87.61536424735436)",42,50,FALSE
10/31/2017,Open,,17-07323839,Garbage Cart Black Maintenance/Replacement,,,,4310 S SPAULDING AVE,60632,1155067.73,1875881.877,14,8,58,,41.81503298,-87.70684328,"(41.815032975319774, -87.70684328200491)",9,50,TRUE
10/31/2017,Open,,17-07324112,Garbage Cart Black Maintenance/Replacement,,,,4306 S SPAULDING AVE,60632,1155066.83,1875908.877,14,8,58,,41.81514657,-87.70684801,"(41.815146569799765, -87.70684801090329)",48,50,TRUE
10/31/2017,Completed,10/31/2017,17-07322920,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,343 W 30TH ST,60616,1174398.123,1884935.985,11,9,34,,41.83955133,-87.63577043,"(41.839551328536125, -87.63577043454879)",22,50,TRUE
10/31/2017,Open,,17-07325007,Garbage Cart Black Maintenance/Replacement,,,,2622 S KEDVALE AVE,60623,1149138.56,1886250.041,22,10,30,25,41.84348134,-87.72832539,"(41.84348133916887, -87.72832539405435)",4,50,TRUE
10/31/2017,Open,,17-07329384,Garbage Cart Black Maintenance/Replacement,,,,2533 S SPAULDING AVE,60623,1154767.24,1886981.145,12,10,30,25,41.8453075,-87.70735089,"(41.8453075035199, -87.70735088542854)",62,50,TRUE
10/31/2017,Open - Dup,,17-07325108,Garbage Cart Black Maintenance/Replacement,,,,2329 S KOSTNER AVE,60623,1147424.741,1888130.942,22,10,29,,41.8486133,-87.73426942,"(41.848613297312276, -87.73426942457716)",6,50,FALSE
10/31/2017,Open,,17-07332002,Garbage Cart Black Maintenance/Replacement,,,,1847 W 21ST ST,60608,1164376.735,1890103.8,25,12,31,,41.85394297,-87.67286169,"(41.8539429690994, -87.67286168904523)",52,50,FALSE
10/31/2017,Open - Dup,,17-07322331,Garbage Cart Black Maintenance/Replacement,,,,1868 S CENTRAL PARK AVE,60623,1152674.761,1890417.146,24,10,29,,41.85521189,-87.71524819,"(41.8552118939455, -87.7152481881807)",36,50,FALSE
10/31/2017,Open - Dup,,17-07327061,Garbage Cart Black Maintenance/Replacement,,,,1855 S TROY ST,60623,1155649.973,1890823.453,24,10,29,,41.85563221,-87.70400507,"(41.85563221482973, -87.70400507416839)",41,50,FALSE
10/31/2017,Open,,17-07326476,Garbage Cart Black Maintenance/Replacement,,,,1836 S HARDING AVE,60623,1150345.947,1890820.494,24,10,29,,41.8559472,-87.72377363,"(41.8559471969555, -87.72377363135737)",19,50,TRUE
10/31/2017,Open,,17-07325628,Garbage Cart Black Maintenance/Replacement,,,,2336 W 18TH PL,60608,1161086.674,1891024.145,25,12,31,,41.85675686,-87.68485576,"(41.856756864433606, -87.68485576152202)",24,50,FALSE
10/31/2017,Open - Dup,,17-07324646,Garbage Cart Black Maintenance/Replacement,,,,2310 W 18TH PL,60608,1161261.274,1891028.745,25,12,31,,41.85677046,-87.68383629,"(41.85677045608978, -87.68383628650696)",60,50,FALSE
10/31/2017,Open,,17-07322149,Garbage Cart Black Maintenance/Replacement,,,,3743 W 18TH ST,60623,1151597.648,1891117.629,24,10,29,,41.85699242,-87.71933398,"(41.85699242241608, -87.71933398008277)",54,50,TRUE
10/31/2017,Open,,17-07322380,Garbage Cart Black Maintenance/Replacement,,,,1624 S WASHTENAW AVE,60608,1158627.503,1891873.538,24,10,29,,41.85855639,-87.69335289,"(41.85855638824613, -87.69335289350227)",51,50,FALSE
10/31/2017,Open,,17-07318518,Garbage Cart Black Maintenance/Replacement,,,,1215 S TROY ST,60623,1155550.016,1894440.311,24,10,29,,41.86591992,-87.7042855,"(41.86591991539698, -87.7042855011932)",20,50,FALSE
10/31/2017,Open,,17-07328246,Garbage Cart Black Maintenance/Replacement,,,,3855 W HARRISON ST,60624,1150751.778,1897080.506,24,11,26,,41.87335637,-87.72259347,"(41.87335636579428, -87.72259346834457)",23,50,FALSE
10/31/2017,Open - Dup,,17-07334767,Garbage Cart Black Maintenance/Replacement,,,,4724 W VAN BUREN ST,60644,1144963.11,1897606.804,28,11,25,,41.87514917,-87.7436658,"(41.87514917347096, -87.74366580123379)",3,50,TRUE
10/31/2017,Open,,17-07325012,Garbage Cart Black Maintenance/Replacement,,,,3923 W VAN BUREN ST,60624,1150304.803,1897735.715,28,11,26,,41.87517863,-87.72399374,"(41.87517862917802, -87.72399373850573)",25,50,FALSE
10/31/2017,Open,,17-07322977,Garbage Cart Black Maintenance/Replacement,,,,5327 W QUINCY ST,60644,1140894.001,1898485.412,29,15,25,,41.8774099,-87.75863781,"(41.877409902040405, -87.75863781176858)",28,50,TRUE
10/31/2017,Open,,17-07338169,Garbage Cart Black Maintenance/Replacement,,,,5070 W MONROE ST,60644,1142478.589,1899183.631,28,15,25,,41.87952434,-87.75225033,"(41.87952434078713, -87.75225032725275)",64,50,TRUE
10/31/2017,Open,,17-07326808,Garbage Cart Black Maintenance/Replacement,,,,143 N MASON AVE,60644,1136748.605,1900440.449,29,15,25,,41.88348685,-87.77318595,"(41.88348685162292, -87.77318594981004)",43,50,FALSE
10/31/2017,Open - Dup,,17-07322716,Garbage Cart Black Maintenance/Replacement,,,,5515 W RACE AVE,60644,1139372.551,1902765.37,37,15,25,,41.88919065,-87.76401612,"(41.88919064767836, -87.76401612049978)",64,50,FALSE
10/31/2017,Open,,17-07333263,Garbage Cart Black Maintenance/Replacement,,,,1217 W GRAND AVE,60642,1168117.952,1903620.471,27,12,24,,41.89096347,-87.65816148,"(41.89096347052744, -87.65816147756044)",39,50,TRUE
10/31/2017,Open - Dup,,17-07326356,Garbage Cart Black Maintenance/Replacement,,,,715 N LOTUS AVE,60644,1139786.704,1904205.429,37,15,25,,41.89345541,-87.76192906,"(41.893455407658195, -87.7619290553836)",31,50,TRUE
10/31/2017,Open,,17-07331811,Garbage Cart Black Maintenance/Replacement,,,,2436 W HURON ST,60612,1160038.203,1904596.378,26,12,24,,41.89401993,-87.68828452,"(41.89401993365028, -87.68828451662418)",35,50,FALSE
10/31/2017,Open,,17-07325353,Garbage Cart Black Maintenance/Replacement,,,,913 N LAWLER AVE,60651,1142524.256,1905601.113,37,15,25,,41.89721725,-87.75183703,"(41.89721724964357, -87.75183702540316)",63,50,FALSE
10/31/2017,Open,,17-07334054,Garbage Cart Black Maintenance/Replacement,,,,921 N RIDGEWAY AVE,60651,1151216.322,1905885.086,27,11,23,,41.89790853,-87.71990791,"(41.897908529673344, -87.71990791237424)",43,50,TRUE
10/31/2017,Open,,17-07326362,Garbage Cart Black Maintenance/Replacement,,,,940 N LOCKWOOD AVE,60651,1140851.87,1905755.236,37,15,25,,41.89796173,-87.75827558,"(41.89796173049457, -87.75827557672065)",41,50,FALSE
10/31/2017,Open,,17-07326953,Garbage Cart Black Maintenance/Replacement,,,,940 N LOCKWOOD AVE,60651,1140851.87,1905755.236,37,15,25,,41.89796173,-87.75827558,"(41.89796173049457, -87.75827557672065)",54,50,FALSE
10/31/2017,Open,,17-07321560,Garbage Cart Black Maintenance/Replacement,,,,1532 W CORTEZ ST,60642,1165845.68,1907087.431,2,12,24,29,41.90074523,-87.66627501,"(41.900745229225194, -87.6662750058208)",40,50,FALSE
10/31/2017,Open,,17-07330252,Garbage Cart Black Maintenance/Replacement,,,,1244 N MENARD AVE,60651,1137458.2,1907700.67,29,25,25,,41.90339631,-87.77070068,"(41.90339630525751, -87.7707006813461)",46,50,FALSE
10/31/2017,Open - Dup,,17-07336904,Garbage Cart Black Maintenance/Replacement,,,,4854 W KAMERLING AVE,60651,1143760.679,1908540.497,37,25,25,,41.9051658,-87.74820752,"(41.9051657952522, -87.74820752247767)",59,50,TRUE
10/31/2017,Open,,17-07326382,Garbage Cart Black Maintenance/Replacement,,,,4219 W KAMERLING AVE,60651,1148004.925,1908653.65,37,25,23,,41.90518077,-87.73210573,"(41.905180772171875, -87.7321057314024)",38,50,FALSE
10/31/2017,Open - Dup,,17-07329541,Garbage Cart Black Maintenance/Replacement,,,,1419 N LINDER AVE,60651,1139416.09,1908900.63,37,25,25,,41.90638536,-87.7631738,"(41.90638536499676, -87.76317379783548)",9,50,FALSE
10/31/2017,Open,,17-07329164,Garbage Cart Black Maintenance/Replacement,,,,3444 W BEACH AVE,60651,1153133.736,1909424.32,26,14,23,,41.90741333,-87.71361826,"(41.90741332586841, -87.71361826160158)",6,50,FALSE
10/31/2017,Open,,17-07339313,Garbage Cart Black Maintenance/Replacement,,,,1526 N KEELER AVE,60651,1148102.68,1909845.365,26,25,23,,41.90879828,-87.73153606,"(41.908798283280866, -87.73153606225767)",11,50,FALSE
10/31/2017,Open,,17-07325355,Garbage Cart Black Maintenance/Replacement,,,,4818 W ST PAUL AVE,60639,1143965.344,1911202.63,37,25,25,,41.91247244,-87.74676695,"(41.912472437145354, -87.7467669466713)",14,50,TRUE
10/31/2017,Open,,17-07321802,Garbage Cart Black Maintenance/Replacement,,,,1710 N FRANCISCO AVE,60647,1156863.534,1911393.133,1,14,24,,41.91268618,-87.6993052,"(41.91268617517078, -87.69930519640927)",37,50,TRUE
10/31/2017,Open,,17-07333214,Garbage Cart Black Maintenance/Replacement,,,,2044 N NEVA AVE,60707,1128262.545,1912797.976,29,25,25,,41.91754951,-87.80436305,"(41.9175495140216, -87.80436305333046)",43,50,FALSE
10/31/2017,Open - Dup,,17-07336177,Garbage Cart Black Maintenance/Replacement,,,,4322 W MCLEAN AVE,60639,1147239.897,1913272.87,35,25,20,,41.91809068,-87.73487606,"(41.91809068372498, -87.7348760599624)",64,50,FALSE
10/31/2017,Open,,17-07338344,Garbage Cart Black Maintenance/Replacement,,,,2044 N LAPORTE AVE,60639,1143057.48,1913137.969,36,25,19,,41.91821929,-87.74998657,"(41.91821929083758, -87.74998656996482)",7,50,FALSE
10/31/2017,Open,,17-07335713,Garbage Cart Black Maintenance/Replacement,,,,2364 N NORMANDY AVE,60707,1131464.268,1914950.68,36,25,18,,41.92309888,-87.79253857,"(41.923098884338316, -87.79253857277217)",58,50,FALSE
10/31/2017,Open - Dup,,17-07328256,Garbage Cart Black Maintenance/Replacement,,,,2321 N CAMPBELL AVE,60647,1159497.407,1915511.037,1,14,22,33,41.92402105,-87.68922308,"(41.92402104559237, -87.68922308314555)",11,50,FALSE
10/31/2017,Open,,17-07331167,Garbage Cart Black Maintenance/Replacement,,,,4242 W FULLERTON AVE,60639,1147593.122,1915616.064,31,25,20,,41.92451447,-87.73342834,"(41.92451447028701, -87.7334283377626)",53,50,TRUE
10/31/2017,Open - Dup,,17-07326514,Garbage Cart Black Maintenance/Replacement,,,,2448 N NEVA AVE,60707,1128186.661,1915602.773,29,25,18,,41.92523449,-87.80457701,"(41.92523448776507, -87.80457701368759)",42,50,TRUE
10/31/2017,Open,,17-07333057,Garbage Cart Black Maintenance/Replacement,,,,7155 W DIVERSEY AVE,60707,1128037.112,1917805.848,29,25,18,,41.93065985,-87.80503986,"(41.93065985075989, -87.80503985759108)",34,50,FALSE
10/31/2017,Open,,17-07329246,Garbage Cart Black Maintenance/Replacement,,,,2822 N NAGLE AVE,60634,1132930.78,1918058.638,36,25,19,,41.9316894,-87.78708231,"(41.93168939876513, -87.7870823130813)",58,50,FALSE
10/31/2017,Open,,17-07328832,Garbage Cart Black Maintenance/Replacement,,,,3022 N NORMANDY AVE,60634,1131227.58,1919354.185,36,25,18,,41.93527078,-87.7933099,"(41.93527078317024, -87.79330989790218)",6,50,TRUE
10/31/2017,Open,,17-07336261,Garbage Cart Black Maintenance/Replacement,,,,4054 W NELSON ST,60641,1148829.594,1919971.296,31,25,21,,41.93643701,-87.729294,"(41.9364370143493, -87.72929399724299)",33,50,TRUE
10/31/2017,Open - Dup,,17-07322557,Garbage Cart Black Maintenance/Replacement,,,,1644 W NELSON ST,60657,1164828.069,1920311.872,32,19,6,27,41.93704787,-87.67034425,"(41.93704787452994, -87.67034424883826)",6,50,FALSE
10/31/2017,Open - Dup,,17-07337941,Garbage Cart Black Maintenance/Replacement,,,,3225 N NOTTINGHAM AVE,60634,1128190.51,1920620.33,29,16,17,,41.93880353,-87.80414819,"(41.938803530450166, -87.80414819121212)",34,50,TRUE
10/31/2017,Open,,17-07329402,Garbage Cart Black Maintenance/Replacement,,,,3219 N KOSTNER AVE,60641,1146480.551,1921128.75,30,17,16,,41.93953589,-87.73690378,"(41.93953589234424, -87.7369037793497)",39,50,FALSE
10/31/2017,Open,,17-07324486,Garbage Cart Black Maintenance/Replacement,,,,3352 N OAK PARK AVE,60634,1130492.062,1921527.964,36,16,17,,41.94154728,-87.79597637,"(41.94154728180735, -87.79597636777753)",22,50,FALSE
10/31/2017,Open,,17-07328389,Garbage Cart Black Maintenance/Replacement,,,,3437 N KENTON AVE,60641,1145115.32,1922459.412,30,17,16,,41.9436675,-87.74189574,"(41.94366749746361, -87.7418957417733)",0,50,FALSE
10/31/2017,Open - Dup,,17-07321862,Garbage Cart Black Maintenance/Replacement,,,,1240 W NEWPORT AVE,60657,1167409.099,1923045.007,44,19,6,,41.94449151,-87.66072674,"(41.94449151108481, -87.66072673775939)",29,50,TRUE
10/31/2017,Open - Dup,,17-07321768,Garbage Cart Black Maintenance/Replacement,,,,2516 W PATTERSON AVE,60618,1159009.885,1924153.997,47,19,5,,41.94772053,-87.69113558,"(41.94772052734731, -87.69113558291764)",19,50,TRUE
10/31/2017,Open,,17-07334964,Garbage Cart Black Maintenance/Replacement,,,,3836 N PONTIAC AVE,60634,1119710.664,1924431.373,38,16,17,,41.94953211,-87.83553585,"(41.94953211240752, -87.83553585232394)",2,50,FALSE
10/31/2017,Open,,17-07324930,Garbage Cart Black Maintenance/Replacement,,,,3756 N WAYNE AVE,60613,1166628.585,1925115.094,44,19,6,27,41.95055556,-87.66304648,"(41.95055555890002, -87.66304647528122)",5,50,FALSE
10/31/2017,Open,,17-07325941,Garbage Cart Black Maintenance/Replacement,,,,3934 N HOYNE AVE,60618,1161653.101,1926111.212,47,19,5,38,41.95334989,-87.68130718,"(41.95334988778531, -87.681307175624)",22,50,FALSE
10/31/2017,Open,,17-07331128,Garbage Cart Black Maintenance/Replacement,,,,4015 N HARDING AVE,60618,1149340.813,1926391.124,45,17,16,,41.95415628,-87.72626059,"(41.95415628440531, -87.72626059078442)",20,50,FALSE
10/31/2017,Open,,17-07325681,Garbage Cart Black Maintenance/Replacement,,,,4137 N MCVICKER AVE,60634,1135279.532,1926878.94,38,16,15,,41.95597446,-87.77795092,"(41.9559744551947, -87.77795092175894)",6,50,FALSE
10/31/2017,Completed - Dup,11/6/2017,17-07322900,Garbage Cart Black Maintenance/Replacement,,,,2057 W CULLOM AVE,60618,1161861.293,1928547.882,47,19,5,38,41.95948889,-87.68094681,"(41.959488888768256, -87.68094681259684)",6,50,TRUE
10/31/2017,Open - Dup,,17-07323819,Garbage Cart Black Maintenance/Replacement,,,,3219 W WILSON AVE,60625,1154002.63,1930342.59,33,17,14,60,41.96458457,-87.70912585,"(41.964584573212456, -87.70912585468025)",7,50,FALSE
10/31/2017,Open,,17-07331738,Garbage Cart Black Maintenance/Replacement,,,,3224 W WILSON AVE,60625,1153945.13,1930341.69,33,17,14,60,41.96480273,-87.70936453,"(41.964802726539254, -87.7093645254721)",39,50,FALSE
10/31/2017,Open - Dup,,17-07328853,Garbage Cart Black Maintenance/Replacement,,,,5442 W LELAND AVE,60630,1139210.041,1930551.503,45,16,15,,41.96565097,-87.76422562,"(41.96565097157383, -87.76422562379442)",13,50,TRUE
10/31/2017,Open,,17-07326566,Garbage Cart Black Maintenance/Replacement,,,,5900 W GIDDINGS ST,60630,1136148.479,1930977.34,45,16,15,,41.96688188,-87.77491453,"(41.96688188332114, -87.77491452547383)",57,50,FALSE
10/31/2017,Open,,17-07318500,Garbage Cart Black Maintenance/Replacement,,,,4864 N MASON AVE,60630,1135515.313,1931914.942,45,16,11,,41.96945369,-87.77724061,"(41.96945368976624, -87.77724061362514)",15,50,TRUE
10/31/2017,Open - Dup,,17-07323428,Garbage Cart Black Maintenance/Replacement,,,,4901 N TRIPP AVE,60630,1147165.236,1932232.467,39,17,14,,41.97008859,-87.73410505,"(41.97008858997218, -87.73410505373843)",18,50,TRUE
10/31/2017,Open,,17-07328917,Garbage Cart Black Maintenance/Replacement,,,,4914 N AUSTIN AVE,60630,1135189.552,1932351.268,45,16,11,,41.97077249,-87.77842537,"(41.97077249346164, -87.7784253681261)",34,50,FALSE
10/31/2017,Open - Dup,,17-07334050,Garbage Cart Black Maintenance/Replacement,,,,4927 N KEYSTONE AVE,60630,1148502.125,1932435.226,39,17,14,,41.97087583,-87.72919088,"(41.97087582573651, -87.7291908847962)",36,50,FALSE
10/31/2017,Open,,17-07330563,Garbage Cart Black Maintenance/Replacement,,,,5016 N KILDARE AVE,60630,1146808.366,1932989.696,39,17,14,,41.97234571,-87.73569624,"(41.97234570724092, -87.73569623601858)",45,50,TRUE
10/31/2017,Open,,17-07325559,Garbage Cart Black Maintenance/Replacement,,,,5047 N NEWCASTLE AVE,60656,1129925.251,1933136.624,41,16,10,,41.97333007,-87.7974658,"(41.97333006796946, -87.7974657959196)",40,50,TRUE
10/31/2017,Open,,17-07329111,Garbage Cart Black Maintenance/Replacement,,,,6043 W HIGGINS AVE,60630,1134837.635,1933454.071,45,16,11,,41.97355692,-87.77980227,"(41.97355692064976, -87.77980226882681)",20,50,TRUE
10/31/2017,Open,,17-07329844,Garbage Cart Black Maintenance/Replacement,,,,1650 W RASCHER AVE,60640,1164678.273,1936270.22,40,20,77,,41.98081426,-87.67176634,"(41.98081426426801, -87.67176634235454)",43,50,TRUE
10/31/2017,Open,,17-07326434,Garbage Cart Black Maintenance/Replacement,,,,3219 W CATALPA AVE,60625,1153835.082,1936374.334,39,17,13,,41.98113794,-87.7096324,"(41.98113793676451, -87.70963239891888)",29,50,TRUE
10/31/2017,Open,,17-07327037,Garbage Cart Black Maintenance/Replacement,,,,5547 N CLARK ST,60640,1164977.823,1937024.5,48,20,77,22,41.98309881,-87.66852394,"(41.98309881120602, -87.66852394399493)",61,50,FALSE
10/31/2017,Open,,17-07325350,Garbage Cart Black Maintenance/Replacement,,,,5624 N MANGO AVE,60646,1136876.349,1937029.538,45,16,11,,41.98369903,-87.77210714,"(41.98369902663967, -87.77210714079776)",55,50,TRUE
10/31/2017,Open - Dup,,17-07321019,Garbage Cart Black Maintenance/Replacement,,,,5634 N WAYNE AVE,60660,1166345.5,1937558.634,48,20,77,,41.98459687,-87.66372709,"(41.98459686521795, -87.66372708863385)",39,50,FALSE
10/31/2017,Open,,17-07320694,Garbage Cart Black Maintenance/Replacement,,,,1321 W HOLLYWOOD AVE,60660,1166292.362,1938023.638,48,20,77,,41.98540315,-87.66397125,"(41.98540315241279, -87.66397125197645)",43,50,TRUE
10/31/2017,Completed,10/31/2017,17-07326091,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5544 W ARDMORE AVE,60646,1138372.93,1937952.981,39,16,11,,41.98598087,-87.76673612,"(41.98598086747894, -87.76673611546268)",2,50,FALSE
10/31/2017,Open,,17-07326305,Garbage Cart Black Maintenance/Replacement,,,,5819 N HERMITAGE AVE,60660,1163748.62,1938549.709,40,20,77,,41.98729793,-87.67294315,"(41.98729792542399, -87.6729431485547)",58,50,FALSE
